108,서울
112,인천
119,수원
201,강화
202,양평
203,이천
90,속초
105,강릉
216,태백
95,철원
100,대관령
101,춘천
114,원주
211,인제
212,홍천
127,충주
131,청주
135,추풍령
221,제천
226,보은
129,서산
133,대전
232,천안
235,보령
236,부여
238,금산
130,울진
136,안동
138,포항
143,대구
271,봉화
272,영주
273,문경
277,영덕
278,의성
279,구미
281,영천
152,울산
155,창원
159,부산
162,통영
192,진주
284,거창
285,합천
288,밀양
289,산청
294,거제
295) 전,남해
156,광주
165,목포
168,여수
170,완도
260,장흥
261,해남
262,고흥
184,제주
185,고산
188,성산
189,서귀포
